50, 106
57, 104
64, 102
72, 100
79, 98
89, 94
100, 92
110, 90
121, 87
131, 85
150, 83
158, 80
175, 78
190, 75
-1, -1
48, 170
69, 168
82, 165
89, 163
95, 161
102, 159
110, 157
117, 155
124, 153
131, 151
139, 148
152, 146
158, 144
-1, -1
123, 103
123, 105
123, 107
123, 110
123, 114
123, 118
123, 122
123, 126
123, 132
123, 139
123, 146
123, 152
123, 159
122, 166
120, 172
120, 179
118, 186
116, 193
116, 200
114, 208
111, 215
109, 223
109, 228
109, 233
107, 238
105, 243
103, 248
101, 253
99, 258
97, 263
95, 268
94, 272
92, 277
92, 282
90, 286
88, 288
87, 290
85, 293
83, 295
81, 297
79, 300
77, 302
75, 304
73, 306
70, 308
-1, -1
124, 218
125, 220
127, 223
128, 225
130, 228
131, 230
132, 232
135, 235
137, 238
138, 240
141, 243
144, 245
146, 247
148, 249
150, 252
154, 254
159, 256
163, 259
171, 262
176, 264
184, 267
189, 269
193, 271
197, 273
206, 275
-1, -1
255, 107
259, 104
266, 101
276, 99
288, 96
298, 94
308, 92
319, 89
330, 87
341, 84
364, 82
375, 79
384, 77
391, 74
396, 72
403, 70
-1, -1
350, 87
350, 89
350, 91
350, 93
350, 95
350, 97
350, 99
350, 102
350, 106
350, 109
350, 111
349, 113
349, 115
348, 118
346, 122
345, 126
345, 130
343, 134
343, 138
341, 142
341, 147
341, 151
339, 156
339, 160
338, 167
338, 173
338, 180
338, 188
338, 195
338, 200
338, 205
338, 210
338, 215
338, 220
336, 225
336, 230
336, 232
336, 235
336, 237
336, 240
336, 242
336, 245
336, 247
336, 250
336, 252
336, 255
336, 258
336, 260
336, 262
-1, -1
353, 181
358, 184
360, 186
362, 189
364, 191
366, 193
368, 195
370, 197
372, 199
374, 201
377, 203
379, 205
381, 207
383, 209
385, 211
388, 213
390, 215
393, 217
395, 219
398, 221
-1, -1
