191, 76
191, 77
191, 78
191, 79
191, 80
191, 81
191, 82
191, 83
191, 84
191, 85
190, 86
189, 87
188, 89
186, 91
184, 93
183, 94
181, 96
179, 99
175, 102
171, 105
166, 107
162, 110
158, 112
153, 114
149, 116
145, 118
140, 120
135, 122
129, 125
121, 127
114, 129
107, 131
99, 133
92, 135
87, 137
82, 137
77, 137
75, 137
74, 139
73, 139
-1, -1
92, 172
97, 172
103, 172
109, 172
115, 172
121, 172
128, 172
135, 172
142, 172
149, 172
157, 172
164, 172
172, 169
180, 167
188, 167
196, 165
205, 165
213, 162
218, 162
224, 160
229, 160
234, 160
236, 158
237, 158
238, 157
239, 156
240, 155
241, 154
242, 153
243, 152
-1, -1
196, 124
195, 126
194, 128
192, 130
192, 132
191, 134
190, 138
190, 142
188, 146
186, 150
185, 154
185, 159
183, 163
183, 167
183, 172
181, 178
179, 185
179, 192
177, 199
175, 206
175, 214
175, 221
173, 229
171, 237
171, 245
168, 253
168, 261
168, 269
168, 277
168, 285
168, 290
168, 296
168, 301
166, 306
166, 311
166, 315
166, 316
166, 317
166, 318
166, 320
166, 321
167, 321
-1, -1
161, 193
161, 194
160, 196
159, 198
157, 200
156, 201
154, 203
153, 204
151, 205
149, 207
147, 210
145, 212
143, 213
141, 214
137, 216
133, 218
129, 219
124, 221
120, 223
116, 225
111, 226
107, 226
102, 228
98, 228
94, 230
89, 230
85, 230
83, 232
81, 233
78, 233
77, 235
74, 235
73, 236
72, 236
71, 236
70, 236
-1, -1
192, 196
194, 198
196, 199
198, 200
199, 201
200, 202
201, 203
202, 204
204, 205
205, 207
206, 208
208, 210
212, 213
216, 214
218, 216
222, 219
226, 221
230, 223
234, 224
238, 226
242, 228
246, 230
250, 232
254, 232
258, 233
262, 233
264, 233
265, 233
266, 233
-1, -1
278, 159
278, 161
279, 163
279, 165
279, 167
279, 170
281, 174
281, 178
281, 182
281, 187
281, 191
281, 196
281, 200
281, 205
281, 209
281, 214
281, 218
281, 223
283, 227
283, 231
284, 232
-1, -1
293, 142
294, 142
295, 142
296, 142
297, 142
298, 142
299, 142
300, 142
301, 142
303, 142
305, 142
307, 142
309, 142
312, 141
314, 141
317, 141
319, 140
321, 140
323, 140
325, 139
328, 139
330, 138
333, 138
336, 137
337, 137
339, 137
340, 137
341, 137
342, 137
343, 137
344, 137
345, 138
346, 139
346, 140
346, 141
346, 142
347, 143
347, 144
347, 145
347, 146
347, 147
347, 149
348, 151
348, 153
349, 155
349, 156
349, 158
349, 159
349, 160
349, 161
349, 163
349, 164
349, 166
349, 168
349, 170
349, 172
349, 174
349, 176
349, 177
349, 180
349, 182
349, 184
349, 186
349, 188
349, 191
349, 195
349, 200
347, 201
347, 204
347, 205
347, 206
347, 208
347, 210
347, 212
347, 213
347, 214
347, 215
347, 216
347, 217
347, 218
347, 219
347, 220
-1, -1
280, 233
281, 233
282, 233
283, 233
284, 232
285, 232
286, 232
288, 232
290, 231
291, 231
292, 231
294, 230
296, 230
298, 229
300, 229
302, 229
305, 228
308, 227
312, 227
315, 226
318, 226
322, 224
327, 224
331, 224
335, 222
336, 222
338, 221
339, 221
340, 221
-1, -1
